Origen,Destino,Peso
Nodo_36,Nodo_8,979
Nodo_38,Nodo_1,487
Nodo_39,Nodo_17,119
Nodo_29,Nodo_26,209
Nodo_11,Nodo_40,353
Nodo_17,Nodo_21,275
Nodo_44,Nodo_20,712
Nodo_8,Nodo_26,432
Nodo_27,Nodo_6,386
Nodo_12,Nodo_31,720
Nodo_43,Nodo_46,464
Nodo_12,Nodo_1,700
Nodo_5,Nodo_18,286
Nodo_19,Nodo_34,324
Nodo_41,Nodo_16,409
Nodo_17,Nodo_19,105
Nodo_23,Nodo_31,931
Nodo_29,Nodo_38,926
Nodo_37,Nodo_20,313
Nodo_40,Nodo_17,376
Nodo_31,Nodo_18,306
Nodo_34,Nodo_17,60
Nodo_32,Nodo_9,548
Nodo_47,Nodo_28,935
Nodo_33,Nodo_50,367
Nodo_42,Nodo_13,8
Nodo_31,Nodo_49,463
Nodo_34,Nodo_17,990
Nodo_10,Nodo_22,870
Nodo_48,Nodo_16,457
Nodo_39,Nodo_42,904
Nodo_18,Nodo_6,347
Nodo_1,Nodo_30,133
Nodo_38,Nodo_20,802
Nodo_22,Nodo_30,986
Nodo_14,Nodo_44,293
Nodo_12,Nodo_16,567
Nodo_21,Nodo_43,850
Nodo_7,Nodo_38,340
Nodo_1,Nodo_41,859
Nodo_16,Nodo_18,534
Nodo_11,Nodo_17,392
Nodo_18,Nodo_21,48
Nodo_43,Nodo_37,468
Nodo_23,Nodo_12,599
Nodo_35,Nodo_37,862
Nodo_17,Nodo_31,773
Nodo_41,Nodo_30,199
Nodo_38,Nodo_7,188
Nodo_32,Nodo_21,948
Nodo_34,Nodo_19,71
Nodo_13,Nodo_41,465
Nodo_38,Nodo_36,28
Nodo_22,Nodo_24,447
Nodo_12,Nodo_19,875
Nodo_11,Nodo_16,386
Nodo_35,Nodo_32,708
Nodo_21,Nodo_7,917
Nodo_38,Nodo_1,220
Nodo_13,Nodo_47,79
Nodo_45,Nodo_41,660
Nodo_16,Nodo_41,106
Nodo_27,Nodo_35,863
Nodo_32,Nodo_22,340
Nodo_27,Nodo_16,584
Nodo_25,Nodo_38,304
Nodo_16,Nodo_29,153
Nodo_16,Nodo_9,26
Nodo_6,Nodo_16,494
Nodo_8,Nodo_45,403
Nodo_46,Nodo_40,145
Nodo_46,Nodo_26,100
Nodo_18,Nodo_12,968
Nodo_50,Nodo_28,351
Nodo_49,Nodo_2,493
Nodo_35,Nodo_11,160
Nodo_35,Nodo_41,822
Nodo_9,Nodo_21,421
Nodo_6,Nodo_27,432
Nodo_2,Nodo_50,566
Nodo_2,Nodo_22,61
Nodo_50,Nodo_27,601
Nodo_50,Nodo_13,842
Nodo_30,Nodo_2,883
Nodo_16,Nodo_21,685
Nodo_29,Nodo_31,327
Nodo_24,Nodo_26,586
Nodo_26,Nodo_40,455
Nodo_46,Nodo_9,575
Nodo_37,Nodo_35,662
Nodo_26,Nodo_31,324
Nodo_14,Nodo_9,474
Nodo_19,Nodo_30,455
Nodo_12,Nodo_16,387
Nodo_21,Nodo_24,724
Nodo_22,Nodo_11,649
Nodo_10,Nodo_34,5
Nodo_4,Nodo_20,102
Nodo_6,Nodo_4,599
Nodo_35,Nodo_41,412
Nodo_19,Nodo_30,426
Nodo_46,Nodo_21,807
Nodo_12,Nodo_41,556
Nodo_19,Nodo_46,932
Nodo_48,Nodo_20,999
Nodo_35,Nodo_10,796
Nodo_48,Nodo_37,421
Nodo_33,Nodo_27,535
Nodo_46,Nodo_12,657
Nodo_22,Nodo_33,354
Nodo_6,Nodo_16,226
Nodo_1,Nodo_37,233
Nodo_6,Nodo_34,366
Nodo_31,Nodo_22,661
Nodo_18,Nodo_30,632
Nodo_33,Nodo_16,868
Nodo_33,Nodo_29,429
Nodo_2,Nodo_3,753
Nodo_12,Nodo_47,865
Nodo_33,Nodo_6,541
Nodo_4,Nodo_7,214
Nodo_12,Nodo_13,1
Nodo_25,Nodo_32,154
Nodo_27,Nodo_8,605
Nodo_20,Nodo_8,514
Nodo_17,Nodo_50,585
Nodo_25,Nodo_1,345
Nodo_10,Nodo_26,341
Nodo_2,Nodo_33,808
Nodo_27,Nodo_9,606
Nodo_43,Nodo_18,445
Nodo_7,Nodo_5,527
Nodo_20,Nodo_31,814
Nodo_2,Nodo_3,381
Nodo_8,Nodo_9,975
Nodo_30,Nodo_14,148
Nodo_16,Nodo_2,62
Nodo_10,Nodo_33,955
Nodo_5,Nodo_8,262
Nodo_46,Nodo_30,31
Nodo_12,Nodo_25,461
Nodo_29,Nodo_49,316
Nodo_34,Nodo_33,791
Nodo_12,Nodo_8,124
Nodo_49,Nodo_2,453
Nodo_15,Nodo_50,940
Nodo_37,Nodo_43,381
Nodo_7,Nodo_11,378
Nodo_35,Nodo_33,74
Nodo_36,Nodo_24,219
Nodo_38,Nodo_27,283
Nodo_28,Nodo_5,212
Nodo_12,Nodo_49,636
Nodo_1,Nodo_18,871
Nodo_4,Nodo_3,472
Nodo_2,Nodo_27,538
Nodo_49,Nodo_18,958
Nodo_44,Nodo_7,810
Nodo_8,Nodo_23,362
Nodo_39,Nodo_20,960
Nodo_12,Nodo_15,127
Nodo_16,Nodo_7,583
Nodo_1,Nodo_14,206
Nodo_6,Nodo_26,747
Nodo_33,Nodo_32,127
Nodo_46,Nodo_11,111
Nodo_14,Nodo_17,1000
Nodo_30,Nodo_7,366
Nodo_9,Nodo_46,703
Nodo_6,Nodo_2,793
Nodo_41,Nodo_17,334
Nodo_49,Nodo_38,939
Nodo_49,Nodo_44,780
Nodo_2,Nodo_15,588
Nodo_41,Nodo_45,285
Nodo_14,Nodo_11,29
Nodo_10,Nodo_47,500
Nodo_33,Nodo_27,38
Nodo_49,Nodo_17,903
Nodo_1,Nodo_32,281
Nodo_44,Nodo_41,691
Nodo_47,Nodo_28,750
Nodo_20,Nodo_48,147
Nodo_3,Nodo_20,49
Nodo_21,Nodo_35,191
Nodo_5,Nodo_43,581
Nodo_27,Nodo_39,496
Nodo_46,Nodo_38,438
Nodo_24,Nodo_44,523
Nodo_2,Nodo_15,415
Nodo_48,Nodo_15,373
Nodo_28,Nodo_6,119
Nodo_28,Nodo_12,783
Nodo_26,Nodo_37,497
Nodo_45,Nodo_39,767
Nodo_14,Nodo_4,528
Nodo_23,Nodo_1,159
Nodo_43,Nodo_12,640
Nodo_22,Nodo_26,787
Nodo_6,Nodo_35,67
Nodo_9,Nodo_29,191
Nodo_47,Nodo_29,77
Nodo_4,Nodo_48,858
Nodo_19,Nodo_28,610
Nodo_33,Nodo_7,139
Nodo_20,Nodo_29,545
Nodo_8,Nodo_49,536
Nodo_33,Nodo_4,526
Nodo_21,Nodo_11,152
Nodo_40,Nodo_4,635
Nodo_20,Nodo_34,568
Nodo_16,Nodo_40,614
Nodo_26,Nodo_31,142
Nodo_11,Nodo_28,476
Nodo_21,Nodo_16,540
Nodo_18,Nodo_10,748
Nodo_20,Nodo_1,734
Nodo_36,Nodo_2,493
Nodo_3,Nodo_47,442
Nodo_44,Nodo_14,976
Nodo_43,Nodo_29,579
Nodo_4,Nodo_49,861
Nodo_21,Nodo_49,435
Nodo_42,Nodo_24,313
Nodo_1,Nodo_11,146
Nodo_10,Nodo_20,419
Nodo_30,Nodo_21,844
Nodo_26,Nodo_36,932
Nodo_20,Nodo_28,573
Nodo_29,Nodo_19,500
Nodo_31,Nodo_44,398
Nodo_34,Nodo_38,217
Nodo_30,Nodo_20,207
Nodo_47,Nodo_25,739
Nodo_1,Nodo_26,760
Nodo_25,Nodo_7,667
Nodo_34,Nodo_37,767
Nodo_39,Nodo_19,61
Nodo_9,Nodo_25,479
Nodo_26,Nodo_41,949
Nodo_19,Nodo_17,946
Nodo_37,Nodo_36,1000
Nodo_36,Nodo_11,4
Nodo_36,Nodo_27,562
Nodo_14,Nodo_13,452
Nodo_30,Nodo_25,294
Nodo_28,Nodo_7,669
Nodo_33,Nodo_19,844
Nodo_31,Nodo_11,410
Nodo_41,Nodo_49,960
Nodo_31,Nodo_42,932
Nodo_30,Nodo_32,301
Nodo_25,Nodo_2,6
Nodo_9,Nodo_23,945
Nodo_27,Nodo_1,372
Nodo_38,Nodo_40,82
Nodo_31,Nodo_18,769
Nodo_24,Nodo_38,375
Nodo_25,Nodo_14,960
Nodo_40,Nodo_22,625
Nodo_20,Nodo_27,984
Nodo_24,Nodo_30,136
Nodo_41,Nodo_37,635
Nodo_23,Nodo_21,211
Nodo_16,Nodo_17,393
Nodo_26,Nodo_32,962
Nodo_18,Nodo_42,17
Nodo_38,Nodo_34,334
Nodo_34,Nodo_20,458
Nodo_26,Nodo_6,616
Nodo_10,Nodo_5,237
Nodo_47,Nodo_22,183
Nodo_14,Nodo_15,731
Nodo_47,Nodo_22,785
Nodo_36,Nodo_30,962
Nodo_16,Nodo_11,844
Nodo_44,Nodo_4,48
Nodo_10,Nodo_34,16
Nodo_21,Nodo_42,209
Nodo_43,Nodo_13,776
Nodo_9,Nodo_48,340
Nodo_47,Nodo_18,345
Nodo_32,Nodo_28,46
Nodo_1,Nodo_14,394
Nodo_26,Nodo_34,497
Nodo_9,Nodo_47,212
Nodo_5,Nodo_7,429
Nodo_8,Nodo_36,846
Nodo_25,Nodo_1,232
Nodo_1,Nodo_5,249
Nodo_27,Nodo_30,834
Nodo_4,Nodo_39,708
Nodo_32,Nodo_2,980
Nodo_22,Nodo_13,294
Nodo_34,Nodo_38,616
Nodo_7,Nodo_28,816
Nodo_14,Nodo_21,643
Nodo_2,Nodo_14,29
Nodo_42,Nodo_31,381
Nodo_12,Nodo_18,917
Nodo_35,Nodo_43,466
Nodo_32,Nodo_1,54
Nodo_36,Nodo_31,779
Nodo_42,Nodo_28,268
Nodo_40,Nodo_27,277
Nodo_14,Nodo_49,767
Nodo_32,Nodo_30,631
Nodo_18,Nodo_43,697
Nodo_29,Nodo_14,540
Nodo_49,Nodo_11,768
Nodo_38,Nodo_28,481
Nodo_7,Nodo_25,851
Nodo_33,Nodo_6,798
Nodo_48,Nodo_33,120
Nodo_18,Nodo_40,804
Nodo_29,Nodo_41,364
Nodo_40,Nodo_37,783
Nodo_32,Nodo_23,10
Nodo_45,Nodo_38,476
Nodo_42,Nodo_46,100
Nodo_5,Nodo_1,90
Nodo_18,Nodo_31,42
Nodo_45,Nodo_28,110
Nodo_1,Nodo_9,815
Nodo_42,Nodo_12,26
Nodo_37,Nodo_22,960
Nodo_32,Nodo_29,148
Nodo_18,Nodo_7,124
Nodo_8,Nodo_21,828
Nodo_12,Nodo_43,835
Nodo_3,Nodo_23,33
Nodo_38,Nodo_14,881
Nodo_16,Nodo_25,405
Nodo_27,Nodo_31,240
Nodo_5,Nodo_44,435
Nodo_44,Nodo_42,873
Nodo_6,Nodo_30,598
Nodo_35,Nodo_20,536
Nodo_44,Nodo_21,870
Nodo_46,Nodo_40,498
Nodo_8,Nodo_1,213
Nodo_50,Nodo_48,804
Nodo_19,Nodo_24,974
Nodo_19,Nodo_1,843
Nodo_46,Nodo_47,561
Nodo_20,Nodo_24,302
Nodo_12,Nodo_17,739
Nodo_11,Nodo_7,437
Nodo_48,Nodo_29,580
Nodo_40,Nodo_47,298
Nodo_16,Nodo_46,98
Nodo_11,Nodo_39,323
Nodo_48,Nodo_34,817
Nodo_27,Nodo_31,513
Nodo_3,Nodo_49,482
Nodo_2,Nodo_24,629
Nodo_31,Nodo_6,528
Nodo_39,Nodo_9,788
Nodo_27,Nodo_22,810
Nodo_30,Nodo_7,242
Nodo_12,Nodo_30,705
Nodo_33,Nodo_9,37
Nodo_14,Nodo_13,403
Nodo_8,Nodo_39,163
Nodo_19,Nodo_24,536
Nodo_7,Nodo_49,851
Nodo_25,Nodo_11,89
Nodo_42,Nodo_36,991
Nodo_32,Nodo_16,765
Nodo_18,Nodo_5,503
Nodo_32,Nodo_27,973
Nodo_45,Nodo_35,191
Nodo_13,Nodo_35,842
Nodo_50,Nodo_18,503
Nodo_15,Nodo_29,865
Nodo_24,Nodo_50,754
Nodo_50,Nodo_20,368
Nodo_24,Nodo_17,149
Nodo_13,Nodo_6,743
Nodo_4,Nodo_20,629
Nodo_10,Nodo_7,47
Nodo_33,Nodo_35,194
Nodo_27,Nodo_20,275
Nodo_31,Nodo_30,612
Nodo_25,Nodo_16,543
Nodo_11,Nodo_39,212
Nodo_29,Nodo_12,249
Nodo_2,Nodo_35,834
Nodo_43,Nodo_27,85
Nodo_24,Nodo_17,940
Nodo_44,Nodo_25,822
Nodo_24,Nodo_3,846
Nodo_11,Nodo_47,342
Nodo_3,Nodo_12,367
Nodo_4,Nodo_35,528
Nodo_10,Nodo_23,10
Nodo_45,Nodo_29,323
Nodo_32,Nodo_46,254
Nodo_22,Nodo_12,652
Nodo_41,Nodo_24,613
Nodo_1,Nodo_34,32
Nodo_30,Nodo_15,73
Nodo_13,Nodo_46,562
Nodo_45,Nodo_28,353
Nodo_23,Nodo_26,12
Nodo_34,Nodo_27,962
Nodo_13,Nodo_2,707
Nodo_39,Nodo_32,692
Nodo_33,Nodo_45,42
Nodo_31,Nodo_41,941
Nodo_2,Nodo_35,741
Nodo_18,Nodo_5,880
Nodo_36,Nodo_10,980
Nodo_23,Nodo_22,215
Nodo_34,Nodo_33,812
Nodo_35,Nodo_40,385
Nodo_11,Nodo_48,706
Nodo_35,Nodo_19,552
Nodo_38,Nodo_18,633
Nodo_36,Nodo_7,655
Nodo_5,Nodo_24,28
Nodo_34,Nodo_40,249
Nodo_19,Nodo_11,358
Nodo_44,Nodo_17,927
Nodo_10,Nodo_27,471
Nodo_30,Nodo_26,852
Nodo_24,Nodo_30,936
Nodo_32,Nodo_40,667
Nodo_39,Nodo_4,59
Nodo_14,Nodo_38,792
Nodo_38,Nodo_41,734
Nodo_45,Nodo_32,999
Nodo_12,Nodo_34,582
Nodo_30,Nodo_10,748
Nodo_42,Nodo_41,198
Nodo_26,Nodo_11,184
Nodo_14,Nodo_16,706
Nodo_12,Nodo_10,395
Nodo_13,Nodo_42,348
Nodo_45,Nodo_44,112
Nodo_19,Nodo_41,76
Nodo_7,Nodo_41,504
Nodo_26,Nodo_43,73
Nodo_4,Nodo_1,134
Nodo_45,Nodo_42,475
Nodo_34,Nodo_21,578
Nodo_19,Nodo_13,957
Nodo_12,Nodo_41,781
Nodo_11,Nodo_8,593
Nodo_45,Nodo_49,406
Nodo_41,Nodo_4,757
Nodo_43,Nodo_40,196
Nodo_35,Nodo_49,412
Nodo_1,Nodo_24,978
Nodo_13,Nodo_21,564
Nodo_28,Nodo_40,848
Nodo_13,Nodo_28,424
Nodo_39,Nodo_30,24
Nodo_20,Nodo_36,616
Nodo_25,Nodo_4,66
Nodo_43,Nodo_6,911
Nodo_9,Nodo_37,723
Nodo_45,Nodo_16,921
Nodo_47,Nodo_6,723
Nodo_4,Nodo_44,386
Nodo_5,Nodo_33,675
Nodo_39,Nodo_42,555
Nodo_46,Nodo_13,919
Nodo_33,Nodo_12,43
Nodo_42,Nodo_7,234
Nodo_8,Nodo_31,992
Nodo_45,Nodo_50,777
Nodo_43,Nodo_6,992
Nodo_2,Nodo_10,850
Nodo_40,Nodo_16,998
Nodo_45,Nodo_25,843
Nodo_8,Nodo_13,262
Nodo_31,Nodo_11,143
Nodo_24,Nodo_17,854
Nodo_6,Nodo_13,598
Nodo_49,Nodo_27,323
Nodo_34,Nodo_25,981
Nodo_32,Nodo_17,482
Nodo_39,Nodo_3,118
Nodo_46,Nodo_14,644
Nodo_16,Nodo_8,185
Nodo_36,Nodo_26,23
Nodo_41,Nodo_34,192
Nodo_45,Nodo_25,35
Nodo_23,Nodo_15,727
Nodo_49,Nodo_40,471
Nodo_17,Nodo_45,992
Nodo_22,Nodo_5,108
Nodo_18,Nodo_10,61
Nodo_8,Nodo_32,559
Nodo_35,Nodo_19,641
Nodo_19,Nodo_4,257
Nodo_23,Nodo_22,819
Nodo_13,Nodo_1,634
Nodo_12,Nodo_33,851
Nodo_36,Nodo_7,502
Nodo_30,Nodo_5,439
Nodo_25,Nodo_10,144
Nodo_4,Nodo_24,584
Nodo_14,Nodo_21,65
Nodo_18,Nodo_2,714
Nodo_41,Nodo_11,712
Nodo_14,Nodo_39,316
Nodo_36,Nodo_19,660
Nodo_20,Nodo_17,660
Nodo_41,Nodo_21,602
Nodo_47,Nodo_16,2
Nodo_20,Nodo_3,118
Nodo_10,Nodo_50,853
Nodo_6,Nodo_1,661
Nodo_22,Nodo_36,501
Nodo_46,Nodo_30,696
Nodo_13,Nodo_37,651
Nodo_6,Nodo_16,764
Nodo_40,Nodo_23,455
Nodo_19,Nodo_5,988
Nodo_40,Nodo_20,537
Nodo_31,Nodo_2,982
Nodo_15,Nodo_44,613
Nodo_37,Nodo_6,756
Nodo_22,Nodo_24,496
Nodo_34,Nodo_38,994
Nodo_12,Nodo_17,38
Nodo_43,Nodo_1,177
Nodo_19,Nodo_13,471
Nodo_3,Nodo_2,615
Nodo_46,Nodo_44,496
Nodo_32,Nodo_45,858
Nodo_43,Nodo_8,485
Nodo_38,Nodo_43,46
Nodo_34,Nodo_43,755
Nodo_44,Nodo_28,705
Nodo_10,Nodo_17,58
Nodo_17,Nodo_37,365
Nodo_35,Nodo_30,527
Nodo_8,Nodo_5,76
Nodo_39,Nodo_35,718
Nodo_2,Nodo_43,145
Nodo_3,Nodo_12,696
Nodo_22,Nodo_40,657
Nodo_48,Nodo_31,584
Nodo_44,Nodo_11,661
Nodo_7,Nodo_49,437
Nodo_5,Nodo_29,518
Nodo_42,Nodo_41,677
Nodo_33,Nodo_29,401
Nodo_38,Nodo_22,609
Nodo_13,Nodo_9,928
Nodo_15,Nodo_16,373
Nodo_35,Nodo_30,518
Nodo_32,Nodo_28,636
Nodo_2,Nodo_28,245
Nodo_4,Nodo_5,923
Nodo_12,Nodo_50,742
Nodo_23,Nodo_42,314
Nodo_37,Nodo_13,57
Nodo_9,Nodo_30,542
Nodo_46,Nodo_47,733
Nodo_2,Nodo_22,995
Nodo_5,Nodo_24,399
Nodo_49,Nodo_44,476
Nodo_34,Nodo_15,568
Nodo_38,Nodo_12,598
Nodo_11,Nodo_22,376
Nodo_46,Nodo_38,720
Nodo_50,Nodo_11,406
Nodo_40,Nodo_30,615
Nodo_48,Nodo_1,974
Nodo_46,Nodo_45,966
Nodo_16,Nodo_17,583
Nodo_5,Nodo_42,748
Nodo_2,Nodo_29,629
Nodo_10,Nodo_20,825
Nodo_5,Nodo_33,859
Nodo_7,Nodo_38,606
Nodo_48,Nodo_37,584
Nodo_41,Nodo_30,968
Nodo_41,Nodo_4,70
Nodo_10,Nodo_27,204
Nodo_43,Nodo_30,902
Nodo_18,Nodo_43,650
Nodo_35,Nodo_6,168
Nodo_11,Nodo_24,766
Nodo_18,Nodo_32,644
Nodo_24,Nodo_10,10
Nodo_6,Nodo_20,17
Nodo_5,Nodo_4,244
Nodo_20,Nodo_41,101
Nodo_21,Nodo_30,585
Nodo_39,Nodo_21,819
Nodo_36,Nodo_37,311
Nodo_38,Nodo_37,20
Nodo_40,Nodo_6,11
Nodo_10,Nodo_23,496
Nodo_4,Nodo_16,630
Nodo_21,Nodo_17,164
Nodo_4,Nodo_26,423
Nodo_24,Nodo_33,615
Nodo_49,Nodo_16,35
Nodo_18,Nodo_33,17
Nodo_47,Nodo_19,638
Nodo_9,Nodo_26,254
Nodo_35,Nodo_12,320
Nodo_44,Nodo_2,660
Nodo_29,Nodo_20,658
Nodo_39,Nodo_14,304
Nodo_23,Nodo_1,36
Nodo_18,Nodo_50,726
Nodo_18,Nodo_13,260
Nodo_33,Nodo_1,255
Nodo_23,Nodo_28,744
Nodo_49,Nodo_17,801
Nodo_29,Nodo_18,712
Nodo_35,Nodo_15,677
Nodo_46,Nodo_22,304
Nodo_4,Nodo_34,444
Nodo_4,Nodo_16,271
Nodo_34,Nodo_31,474
Nodo_48,Nodo_35,119
Nodo_15,Nodo_19,743
Nodo_28,Nodo_25,889
Nodo_29,Nodo_24,123
Nodo_18,Nodo_28,83
Nodo_8,Nodo_45,505
Nodo_11,Nodo_33,881
Nodo_21,Nodo_4,52
Nodo_22,Nodo_18,834
Nodo_1,Nodo_41,361
Nodo_47,Nodo_1,728
Nodo_14,Nodo_44,686
Nodo_3,Nodo_43,145
Nodo_31,Nodo_24,715
Nodo_41,Nodo_6,622
Nodo_48,Nodo_38,238
Nodo_5,Nodo_13,505
Nodo_39,Nodo_29,864
Nodo_45,Nodo_5,63
Nodo_33,Nodo_32,43
Nodo_37,Nodo_21,153
Nodo_6,Nodo_25,882
Nodo_43,Nodo_21,963
Nodo_27,Nodo_29,422
Nodo_32,Nodo_37,533
Nodo_28,Nodo_9,248
Nodo_41,Nodo_30,882
Nodo_42,Nodo_18,873
Nodo_20,Nodo_21,966
Nodo_32,Nodo_13,15
Nodo_20,Nodo_19,680
Nodo_8,Nodo_4,472
Nodo_36,Nodo_23,540
Nodo_44,Nodo_17,778
Nodo_10,Nodo_2,376
Nodo_9,Nodo_35,40
Nodo_50,Nodo_1,109
Nodo_16,Nodo_33,414
Nodo_50,Nodo_18,659
Nodo_42,Nodo_26,29
Nodo_33,Nodo_6,829
Nodo_33,Nodo_23,647
Nodo_9,Nodo_5,336
Nodo_16,Nodo_8,235
Nodo_3,Nodo_39,200
Nodo_40,Nodo_19,346
Nodo_39,Nodo_5,773
Nodo_36,Nodo_17,747
Nodo_19,Nodo_46,489
Nodo_34,Nodo_17,767
Nodo_22,Nodo_3,807
Nodo_31,Nodo_33,514
Nodo_37,Nodo_38,869
Nodo_9,Nodo_48,790
Nodo_44,Nodo_49,623
Nodo_24,Nodo_11,323
Nodo_1,Nodo_49,434
Nodo_10,Nodo_6,494
Nodo_34,Nodo_37,261
Nodo_20,Nodo_18,700
Nodo_46,Nodo_23,846
Nodo_34,Nodo_36,702
Nodo_40,Nodo_10,405
Nodo_50,Nodo_44,860
Nodo_20,Nodo_1,68
Nodo_48,Nodo_17,444
Nodo_38,Nodo_5,906
Nodo_36,Nodo_12,572
Nodo_13,Nodo_34,672
Nodo_45,Nodo_48,268
Nodo_3,Nodo_15,824
Nodo_45,Nodo_6,427
Nodo_1,Nodo_11,836
Nodo_47,Nodo_13,236
Nodo_3,Nodo_35,401
Nodo_49,Nodo_1,608
Nodo_19,Nodo_21,513
Nodo_47,Nodo_19,95
Nodo_2,Nodo_11,145
Nodo_34,Nodo_17,176
Nodo_1,Nodo_41,418
Nodo_20,Nodo_32,1
Nodo_13,Nodo_3,371
Nodo_42,Nodo_16,599
Nodo_46,Nodo_4,831
Nodo_40,Nodo_43,30
Nodo_11,Nodo_26,244
Nodo_33,Nodo_1,776
Nodo_17,Nodo_1,282
Nodo_31,Nodo_48,564
Nodo_43,Nodo_21,276
Nodo_47,Nodo_44,464
Nodo_7,Nodo_14,732
Nodo_5,Nodo_36,337
Nodo_45,Nodo_2,457
Nodo_12,Nodo_49,93
Nodo_31,Nodo_4,365
Nodo_7,Nodo_48,848
Nodo_27,Nodo_20,400
Nodo_40,Nodo_3,792
Nodo_38,Nodo_35,642
Nodo_24,Nodo_50,839
Nodo_46,Nodo_43,697
Nodo_37,Nodo_6,401
Nodo_48,Nodo_12,783
Nodo_31,Nodo_13,701
Nodo_30,Nodo_45,956
Nodo_15,Nodo_42,532
Nodo_18,Nodo_39,124
Nodo_4,Nodo_24,665
Nodo_43,Nodo_28,488
Nodo_50,Nodo_15,985
Nodo_32,Nodo_50,442
Nodo_41,Nodo_49,349
Nodo_47,Nodo_2,217
Nodo_19,Nodo_48,396
Nodo_35,Nodo_23,469
Nodo_16,Nodo_19,381
Nodo_48,Nodo_1,651
Nodo_23,Nodo_16,683
Nodo_44,Nodo_24,209
Nodo_4,Nodo_41,765
Nodo_36,Nodo_45,632
Nodo_10,Nodo_9,98
Nodo_24,Nodo_11,76
Nodo_25,Nodo_37,905
Nodo_35,Nodo_43,986
Nodo_38,Nodo_12,155
Nodo_4,Nodo_9,470
Nodo_23,Nodo_32,403
Nodo_30,Nodo_4,283
Nodo_25,Nodo_26,914
Nodo_43,Nodo_32,572
Nodo_12,Nodo_50,486
Nodo_43,Nodo_35,267
Nodo_19,Nodo_49,191
Nodo_14,Nodo_32,661
Nodo_39,Nodo_2,12
Nodo_40,Nodo_3,634
Nodo_23,Nodo_15,159
Nodo_47,Nodo_22,743
Nodo_37,Nodo_29,277
Nodo_30,Nodo_20,554
Nodo_13,Nodo_5,171
Nodo_47,Nodo_25,724
Nodo_23,Nodo_30,568
Nodo_13,Nodo_30,189
Nodo_30,Nodo_26,601
Nodo_50,Nodo_16,376
Nodo_35,Nodo_34,241
Nodo_20,Nodo_33,696
Nodo_16,Nodo_33,906
Nodo_26,Nodo_36,549
Nodo_24,Nodo_43,95
Nodo_11,Nodo_28,73
Nodo_21,Nodo_30,893
Nodo_22,Nodo_28,817
Nodo_10,Nodo_36,659
Nodo_31,Nodo_9,317
Nodo_48,Nodo_46,544
Nodo_18,Nodo_14,632
Nodo_43,Nodo_20,935
Nodo_5,Nodo_48,787
Nodo_3,Nodo_49,429
Nodo_49,Nodo_42,152
Nodo_49,Nodo_13,357
Nodo_24,Nodo_23,579
Nodo_37,Nodo_21,761
Nodo_25,Nodo_18,373
Nodo_29,Nodo_28,331
Nodo_1,Nodo_21,287
Nodo_32,Nodo_29,654
Nodo_46,Nodo_40,277
Nodo_28,Nodo_34,484
Nodo_3,Nodo_34,819
Nodo_30,Nodo_18,822
Nodo_27,Nodo_39,976
Nodo_3,Nodo_25,308
Nodo_45,Nodo_30,877
Nodo_33,Nodo_8,829
Nodo_8,Nodo_32,322
Nodo_2,Nodo_5,173
Nodo_3,Nodo_47,709
Nodo_36,Nodo_43,797
Nodo_33,Nodo_24,178
Nodo_16,Nodo_38,793
Nodo_4,Nodo_44,792
Nodo_20,Nodo_11,266
Nodo_10,Nodo_44,388
Nodo_48,Nodo_17,784
Nodo_29,Nodo_12,811
Nodo_47,Nodo_9,650
Nodo_2,Nodo_1,755
Nodo_2,Nodo_28,703
Nodo_16,Nodo_3,491
Nodo_30,Nodo_22,391
Nodo_24,Nodo_38,987
Nodo_4,Nodo_8,46
Nodo_5,Nodo_47,29
Nodo_6,Nodo_11,968
Nodo_45,Nodo_6,362
Nodo_14,Nodo_28,719
Nodo_38,Nodo_26,711
Nodo_22,Nodo_33,863
Nodo_46,Nodo_17,345
Nodo_32,Nodo_37,819
Nodo_36,Nodo_44,257
Nodo_45,Nodo_21,561
Nodo_43,Nodo_20,830
Nodo_45,Nodo_30,595
Nodo_47,Nodo_23,129
Nodo_9,Nodo_11,459
Nodo_2,Nodo_36,97
Nodo_17,Nodo_2,714
Nodo_2,Nodo_38,506
Nodo_21,Nodo_42,575
Nodo_26,Nodo_30,968
Nodo_32,Nodo_35,854
Nodo_39,Nodo_25,15
Nodo_46,Nodo_40,426
Nodo_48,Nodo_15,669
Nodo_43,Nodo_19,578
Nodo_8,Nodo_3,907
Nodo_4,Nodo_40,115
Nodo_10,Nodo_24,879
Nodo_14,Nodo_36,116
Nodo_43,Nodo_45,523
Nodo_50,Nodo_12,647
Nodo_13,Nodo_48,819
Nodo_16,Nodo_37,694
Nodo_7,Nodo_9,26
Nodo_34,Nodo_4,828
Nodo_20,Nodo_47,39
Nodo_20,Nodo_32,383
Nodo_2,Nodo_21,764
Nodo_47,Nodo_24,970
Nodo_6,Nodo_21,436
Nodo_14,Nodo_9,228
Nodo_8,Nodo_18,319
Nodo_39,Nodo_48,971
Nodo_40,Nodo_15,660
Nodo_9,Nodo_6,340
Nodo_13,Nodo_27,908
Nodo_24,Nodo_6,108
Nodo_42,Nodo_31,204
Nodo_13,Nodo_35,611
Nodo_14,Nodo_4,396
Nodo_50,Nodo_48,745
Nodo_17,Nodo_23,835
Nodo_24,Nodo_1,280
Nodo_3,Nodo_22,246
